4.951727813237324008e+05,1.000000000000000000e+00,1.680336962467537631e+01,7.071747562115208711e+05,1.421165589569393342e+04,2.011072793854248175e+01
3.435796213127630763e+05,1.323528190730095957e+03,3.286049368224255751e+00,6.426949564301999053e+05,1.528203653754597326e+04,1.274607234409191747e+01
8.701172985808373778e+04,7.398717225423164200e+04,1.803645626922684286e+01,4.260478435828567017e+05,8.483402798242084100e+04,2.067016040818206690e+01
9.630580312962071039e+05,6.310198147870485263e+04,2.853737789301816363e+01,1.024376767108618515e+06,7.062839142582415661e+04,3.562876477006010134e+01
1.946953323806041153e+05,4.930174573931656050e+04,4.600555481995756679e+01,5.194943346057811286e+05,5.168901700332429755e+04,4.995734444979792954e+01
1.385848020239617908e+06,5.599739090969280369e+04,2.465993373980752068e+01,1.715322780983388191e+06,6.478056806423422677e+04,3.427539987112115227e+01
7.849687824526671320e+05,9.335595543139713118e+04,2.418230534841336166e+01,1.093880061936607817e+06,9.364677418844966451e+04,2.935304931912937931e+01
1.404383603336275555e+06,7.864559140337872668e+04,1.160181626302627045e+01,1.569878597156649455e+06,8.956422405050529051e+04,1.815991525007209972e+01
1.840797197693017544e+06,4.821127622936748230e+04,2.892769930924976762e+01,2.000000000000000000e+06,5.421308265436910006e+04,3.863754102721620853e+01
1.705132345895214239e+06,3.174624502237442721e+04,5.829416822009672927e+00,2.000000000000000000e+06,4.595488421300226764e+04,1.075619793447120642e+01
1.798599968606062699e+06,4.488736447257892723e+04,4.416629562849099244e+01,1.941510353114813566e+06,4.581252227071754896e+04,4.864074492535944927e+01
1.321194155659092357e+06,7.963785251513283583e+04,3.971083427247091180e+01,1.643271056387302699e+06,9.416723102706822101e+04,4.173741772000659722e+01
1.355747866615240695e+06,5.157407540484029596e+04,1.574624252261791213e+01,1.744847495561836520e+06,5.477676389115345228e+04,2.479265762616370239e+01
1.000000000000000000e+00,1.135304944329262435e+04,2.895429621285464705e+01,1.267575231555890350e+05,1.281958895963544637e+04,3.420141199273952992e+01
5.189825547713516280e+05,2.502405157203235285e+04,1.780029961811576555e+01,7.689540007532781456e+05,3.060414902256331698e+04,2.714084526124088370e+01
1.661065965093249222e+06,4.115551019786630786e+04,4.253512339441108736e+01,1.963953153882141458e+06,4.685356610405169340e+04,4.962983763736870912e+01
9.070359588677136926e+05,7.990526592320214149e+03,3.677642210051687499e+01,9.665916401411400875e+05,2.414488827820308506e+04,3.757874775236467002e+01
1.020322491525414633e+06,1.000000000000000000e+00,1.755227882822312235e+00,1.286922486398421926e+06,7.558916731684101251e+03,7.150428748753792974e+00
5.510541621252716286e+05,6.314137501432865974e+04,2.305229245776836677e+01,8.975407574143664679e+05,6.936515425454697106e+04,2.761204596493815444e+01
1.352009786431907443e+06,6.669702728910517180e+04,1.286933302300321635e+01,1.365008877916787518e+06,6.914210282177984482e+04,1.351175322169880566e+01
5.740054157502035378e+05,5.151208291647865553e+04,1.327945917014814370e+01,9.201797164271475049e+05,6.333011713230621535e+04,1.589201502757262219e+01
4.082662901055874536e+05,5.393470578352261509e+04,6.316728971418645422e+00,7.134777098711746512e+05,6.133615004695278185e+04,1.166951702583556383e+01
4.850134567563103628e+05,3.834396714804278599e+04,1.047946346577428400e+01,5.120820410402941634e+05,4.974744687164641073e+04,1.559065252294149317e+01
7.821717146718307631e+05,7.066818190806012717e+04,4.503117307360888333e+01,9.549642127920211060e+05,9.048368430521566188e+04,4.679275654866310674e+01
6.135061055923895910e+05,7.361054167918744497e+04,3.490571911149223183e+01,6.955880413746812847e+05,7.428249453436414478e+04,3.695174328102682182e+01
