4.327804709734039381e+06,2.517292136766042677e+05,1.263210068646321815e+01,5.871133535084927455e+06,3.311884171077088104e+05,1.893457904943551284e+01
5.392165881981545128e+06,6.826490796813659836e+04,3.131949320959094152e+01,7.247809128914632834e+06,1.372496526399526047e+05,3.548759347644350726e+01
5.546658181782294996e+06,3.861337588882646523e+05,1.053236161631282197e+00,5.762200196408105083e+06,4.210158217609189451e+05,8.705406874439816534e+00
4.502036456534003839e+06,4.607777466143337369e+04,2.672767942950916975e+01,5.676929810959929600e+06,1.376252523203365272e+05,3.246890058125900680e+01
8.918118359000294004e+05,2.154669402153273695e+05,4.468174506801942059e+00,2.154271744705060497e+06,3.024417334985734196e+05,1.145752255180851087e+01
3.649032838493037503e+06,3.923096545164345298e+05,2.559467646252910811e+01,3.879346197664030362e+06,4.469158000505854143e+05,3.233591600806555277e+01
7.236670104037368670e+06,6.273383008950155636e+04,2.248347669309679020e+01,7.904662692414704710e+06,9.464901488970096398e+04,3.107409379685094564e+01
5.793628732897209004e+06,7.274004323903178738e+04,2.656457263853646111e+01,5.996802038451310247e+06,1.541469726672254619e+05,2.918929704366579614e+01
1.046143939433280611e+06,3.948412576575478306e+05,3.790888385730071519e+01,2.977213953433261253e+06,4.681975075854411116e+05,4.570940191343034797e+01
7.210962260720333084e+06,2.408826880507178721e+05,1.745712816543106527e+01,7.352425770619446412e+06,2.721119825367934536e+05,1.792789983064513137e+01
8.270605330653036945e+06,2.402507140767234378e+05,1.164354203304723434e+01,8.825863338109457865e+06,2.862895028788391501e+05,1.898869613131503797e+01
7.960729005995268002e+06,3.132074851279112627e+05,2.699464245421482289e+01,8.140240909524412826e+06,3.399278428851287463e+05,2.832416772802017491e+01
8.034280934869610937e+05,2.981064531611712882e+05,2.781187236072529601e+01,2.525275770453368314e+06,3.977048216797541827e+05,3.045402875295189205e+01
4.262356754419376142e+06,2.260400845318872889e+05,2.092530027219296684e+01,4.730847717072418891e+06,2.851448578300115769e+05,2.684555599224156097e+01
2.583972384289260488e+06,2.188975227601171064e+05,1.000000000000000000e+00,4.059231779258772265e+06,2.947879143213725183e+05,2.481302696297114085e+00
7.590800276566476561e+06,4.119981943353355746e+05,4.885092151359102353e+00,7.606754002165847458e+06,4.988624938773072208e+05,6.385164892815050841e+00
5.197867942235626280e+06,3.018706794812096050e+05,1.914584421097197620e+01,7.073003290711166337e+06,3.896924421774703078e+05,2.470443016113413748e+01
5.218479407271713018e+06,4.113215459921203437e+05,3.594731137397765508e+01,5.799908049665125087e+06,4.470894557593218633e+05,3.963740846560341424e+01
2.084016877138916636e+06,2.031695365482823399e+05,2.561462631051702132e+00,3.540020513085061684e+06,2.752373773459666991e+05,3.720934962600379592e+00
1.898865771654107608e+06,4.276036709234082373e+05,4.193564354678714778e+01,3.373196814477262087e+06,4.369594785595063586e+05,4.493130796513550251e+01
5.830376768281938508e+06,1.249048681812547147e+05,1.912822845603114885e+01,6.709353203393315896e+06,1.788927085289673996e+05,2.600723033724359468e+01
8.016716978884438053e+06,1.455280001609765750e+05,3.009958488070622451e+01,9.117626922136304900e+06,1.688615848387032456e+05,3.845965076016583595e+01
4.420240794381414540e+06,2.899144140786426142e+05,3.540853712562546107e+00,5.747796242873099633e+06,2.911773396703340113e+05,9.464155664523277167e+00
1.051073372047154233e+06,3.484250805810547899e+05,1.359232943095597257e+01,1.079354645751773845e+06,4.143180925646119285e+05,1.643308211565250332e+01
4.796077573713786900e+06,3.630773204199160682e+04,2.283468518253457802e+01,5.033415697888549417e+06,1.195735384955242043e+05,2.297003152075375709e+01
9.732690965374963358e+06,1.167168176590813091e+05,4.653579774551442938e+01,9.985573640006838366e+06,1.902081948472053045e+05,4.965293747675995917e+01
6.019423304227131419e+06,3.911161131039625616e+05,1.686164086205135249e+01,6.102135850268674083e+06,4.475473333594856667e+05,2.496700316200266911e+01
3.493453345596110448e+06,2.930971885271086358e+05,3.177848410745328778e+01,4.120313480240030214e+06,3.174961135946799768e+05,3.679389574129172757e+01
9.879990841738538817e+06,8.317364918983509415e+04,1.000000000000000000e+00,1.000000000000000000e+07,1.458271455628043623e+05,5.532139436558232148e+00
7.714117749230871908e+06,4.712963182873298501e+04,4.617406051540010026e+01,8.493418647983681411e+06,7.072254120042131399e+04,4.818061870762088006e+01
3.081020389817510266e+06,1.000000000000000000e+00,4.374930042729820912e+01,3.464725479830500204e+06,6.445747288691230642e+04,5.000000000000000000e+01
7.629219339856524952e+06,5.579741478346634540e+04,1.000000000000000000e+00,7.756776101765214466e+06,9.090815943655319279e+04,2.393806876602642131e+00
3.198632872633779189e+05,1.000000000000000000e+00,1.318183629738737483e+00,2.220235508638286497e+06,7.868636047255844460e+04,2.533169931219351856e+00
1.000000000000000000e+00,2.294357793133089435e+05,2.684384308809623754e+00,1.867943195998221170e+06,3.224647040916676051e+05,9.827103421537547234e+00
7.985417459078421816e+05,2.789059914167136303e+05,1.717329391423200846e+01,1.693241355996461120e+06,3.390478999034813023e+05,2.545271405985866764e+01
1.609877281691604061e+06,6.725830348388297716e+04,5.357940130465062900e+00,3.406048704119494185e+06,1.168923708532869641e+05,1.495782695982839172e+01
