9.776780212909291731e+04,1.696100007400175400e+03,4.017175236481778100e+00,1.049446971121442330e+05,1.960235766069812144e+03,1.280245811093306507e+01
1.798791041807030851e+05,8.580091218564027713e+02,2.461038655354756344e+01,2.000000000000000000e+05,1.034365971249530958e+03,3.324924646753347446e+01
1.601561805665271240e+05,7.545653910201486724e+03,4.776109710000584840e+01,1.912166306306208135e+05,7.822990148015722298e+03,5.000000000000000000e+01
1.798410595867937664e+05,1.760174419782884343e+03,1.466325627101759821e+01,2.000000000000000000e+05,2.146443717911291515e+03,1.781877365457211582e+01
4.766560633995416720e+04,9.175520915662154948e+03,4.765011634989865286e+01,5.023489204882346530e+04,1.000000000000000000e+04,4.959312268085859898e+01
1.827595109283593192e+05,8.957958806058803020e+03,1.965831753549832683e+01,2.000000000000000000e+05,9.009164592489563802e+03,2.611108540003365164e+01
1.826021972904391005e+05,8.765431526183958340e+03,1.269292037012007235e+01,2.000000000000000000e+05,8.995345443663929473e+03,1.452657861249910987e+01
1.728281707034761785e+05,3.953871131448774577e+03,2.806447516742366588e+01,2.000000000000000000e+05,5.055768218706804873e+03,3.467160849669669886e+01
6.024333465220759535e+04,7.815260712950380366e+02,3.061067443803574761e+01,7.266151166655444831e+04,1.401616013363661750e+03,3.924429348979048626e+01
1.718458135925145179e+05,4.948687328058301318e+03,4.292149382051795214e+01,1.950086458736665372e+05,6.482529145710140256e+03,4.456851322830226536e+01
1.632741095393463365e+04,2.778959622330248749e+03,4.119700927881949326e+01,4.743170934517234127e+04,2.825304567589204453e+03,4.654894508208789716e+01
1.190366891677149833e+05,2.103904342868350795e+03,7.342322734021635711e+00,1.415310724897323526e+05,2.352396090154247759e+03,1.201088591859705090e+01
1.785287569178621634e+05,3.446394034171275507e+03,1.728586956134484964e+01,1.905170008954580408e+05,4.754895020270722853e+03,1.902736740809459448e+01
1.555723883432084112e+05,2.932363112964523680e+03,1.252963731149895565e+01,1.577422352391448803e+05,3.395304776472732556e+03,2.163367398240078998e+01
1.334129957404742017e+05,8.047272249988932344e+03,2.914468418667765803e+01,1.361969174178315443e+05,8.599139142525275020e+03,3.225542812947796278e+01
7.401570857891067863e+04,9.192582253966400003e+02,2.306188550925667613e+01,8.216971763294236735e+04,2.321515047817227241e+03,3.233535379389608266e+01
