3.971184936756099182e-01,9.819892727027954016e-02,4.263650005050677039e-01,1.497276432418389036e-01,3.884459019093740029e-01,8.887043816977921451e-02,4.360923643829635599e-01,1.593755308832683071e-01
2.711906075495810198e-01,8.631789886907766940e-01,2.792358078186343295e-01,8.985862048013933956e-01,2.617027320866572859e-01,8.536307856461902155e-01,2.883762697693798005e-01,9.069617400513627636e-01
8.397343384935409549e-01,6.090452625492146499e-01,9.214228947917869617e-01,6.114190306278707299e-01,8.318982005716026862e-01,5.990639251604392701e-01,9.313517457893738527e-01,6.210205661325647331e-01
7.799510978266113170e-01,3.327459650907352851e-01,8.552594144995362413e-01,3.402715226938115567e-01,7.706898160723267832e-01,3.234163473127914523e-01,8.647383408594947474e-01,3.500745581189457223e-01
8.743472189306693287e-02,9.825021810648583431e-02,1.429703742871943073e-01,1.901848045455773739e-01,8.375873042236715860e-02,8.830529275236784215e-02,1.522860236510397980e-01,2.001363033727137364e-01
1.901498494154563734e-01,7.810670175067195853e-01,2.044803316059300158e-01,8.644440164707255514e-01,1.803212508370865275e-01,7.712725159126688768e-01,2.141768236657311253e-01,8.734121634342049134e-01
4.458338623500954223e-01,9.142378778723508903e-01,4.950299905873891682e-01,9.235369348160423764e-01,4.363574666738408991e-01,9.061641451060696850e-01,5.040405808076525718e-01,9.335011758529648818e-01
6.863178610610628505e-01,4.021249120382991427e-01,7.627125837832271493e-01,4.794553795977108956e-01,6.764137236437818279e-01,3.928594358261622843e-01,7.725264480825321245e-01,4.882623479818736789e-01
6.343075562304926196e-01,1.139225600295661923e-02,6.735761601838389234e-01,2.009595264602704462e-02,6.250179006572272877e-01,2.151645568587146323e-03,6.826082952919713120e-01,2.999292654625209179e-02
3.753813779639614823e-01,3.256590717732135709e-01,4.473996004728659215e-01,3.334352624181132763e-01,3.666490280798538337e-01,3.166051395997253604e-01,4.569884386188674541e-01,3.415998708152707120e-01
8.529117832752243500e-02,3.674927689469160152e-01,1.606809574400476781e-01,4.435009691024139888e-01,7.821053172857980740e-02,3.603329197798761929e-01,1.687219496930356388e-01,4.524399677391846009e-01
8.236041317456653521e-02,3.111694959510004632e-01,1.634037337718337313e-01,3.756838910443551227e-01,7.444501357800784036e-02,3.012380824097658505e-01,1.733125043263035459e-01,3.816410245333884399e-01
4.767135684889160785e-02,1.000000000000000048e-04,1.165772441585116170e-01,4.632058675692631716e-02,4.438428628105620805e-02,1.000000000000000048e-04,1.196260281992392871e-01,5.445420566955971181e-02
5.000000000000000409e-06,7.802803229157257991e-01,4.995614173685344189e-02,7.825657145718961649e-01,5.000000000000000409e-06,7.716441890050563801e-01,5.834921059639855412e-02,7.909530062985697940e-01
