7.649560570716857910e-01,0.000000000000000000e+00,8.581175208091735840e-01,1.829396560788154602e-02
0.000000000000000000e+00,4.118029475212097168e-01,6.462892144918441772e-02,5.149378180503845215e-01
2.970377504825592041e-01,9.584001302719116211e-01,3.556674420833587646e-01,1.008488059043884277e+00
2.305990606546401978e-01,5.000599622726440430e-01,2.885949313640594482e-01,6.083682775497436523e-01
9.594898223876953125e-01,3.182520866394042969e-01,1.000084161758422852e+00,4.191992282867431641e-01
8.176974952220916748e-02,1.590836942195892334e-01,8.545510470867156982e-02,2.119256854057312012e-01
9.585308432579040527e-01,3.336615562438964844e-01,1.009756207466125488e+00,4.265493154525756836e-01
1.954759955406188965e-01,8.786703944206237793e-01,2.298788428306579590e-01,8.821616768836975098e-01
1.198115497827529907e-01,7.343966960906982422e-01,2.295429855585098267e-01,8.464514017105102539e-01
7.203502058982849121e-01,9.584816694259643555e-01,8.165006041526794434e-01,9.593646526336669922e-01
1.914218068122863770e-03,2.737204432487487793e-01,9.268585592508316040e-02,3.616934418678283691e-01
4.033676683902740479e-01,7.258344292640686035e-01,4.577606618404388428e-01,8.022713065147399902e-01
7.284747958183288574e-01,7.585449814796447754e-01,7.891710400581359863e-01,8.611800074577331543e-01
8.983966708183288574e-01,7.811216115951538086e-01,9.517608284950256348e-01,8.564079999923706055e-01
3.889271616935729980e-02,3.041478693485260010e-01,7.704580575227737427e-02,3.188423216342926025e-01
3.937571644783020020e-01,6.665030717849731445e-01,4.855518937110900879e-01,7.064971923828125000e-01
7.979111075401306152e-01,1.541969627141952515e-01,8.629993796348571777e-01,1.549050360918045044e-01
2.471787631511688232e-01,5.725486278533935547e-01,2.883885204792022705e-01,5.881109237670898438e-01
4.469735920429229736e-01,6.444116234779357910e-01,5.284359455108642578e-01,7.615601420402526855e-01
4.081194400787353516e-01,7.878880500793457031e-01,5.099380016326904297e-01,8.948190212249755859e-01
2.084098160266876221e-01,8.219673037528991699e-01,3.115988075733184814e-01,8.611798882484436035e-01
1.325452923774719238e-01,6.068506836891174316e-01,2.356965839862823486e-01,7.046121954917907715e-01
2.099704593420028687e-01,7.224142551422119141e-01,3.229517042636871338e-01,7.669335603713989258e-01
8.772284388542175293e-01,5.081915855407714844e-01,9.641283154487609863e-01,5.765726566314697266e-01
5.186335444450378418e-01,9.170128107070922852e-01,5.638919472694396973e-01,9.971083402633666992e-01
8.700246810913085938e-01,1.092802956700325012e-01,9.318752288818359375e-01,1.789049506187438965e-01
4.903722405433654785e-01,9.098002910614013672e-01,5.342666506767272949e-01,9.279167652130126953e-01
2.834921181201934814e-01,5.833935737609863281e-01,3.571248948574066162e-01,6.647061109542846680e-01
1.658398658037185669e-01,1.942089647054672241e-01,1.905059069395065308e-01,2.785369157791137695e-01
5.737867578864097595e-02,2.775697112083435059e-01,1.705709099769592285e-01,3.229066729545593262e-01
4.638911485671997070e-01,6.029365956783294678e-02,5.679947137832641602e-01,1.392935663461685181e-01
4.966413676738739014e-01,2.401795238256454468e-03,5.449882745742797852e-01,1.017489135265350342e-01
7.756064534187316895e-01,1.661073118448257446e-01,8.759340643882751465e-01,2.201948314905166626e-01
3.711326420307159424e-01,3.463004156947135925e-02,4.631310403347015381e-01,1.081916987895965576e-01
8.749091029167175293e-01,2.298640161752700806e-01,9.870458245277404785e-01,2.374327033758163452e-01
2.598034441471099854e-01,9.651663303375244141e-01,2.990857660770416260e-01,1.008396148681640625e+00
2.306460887193679810e-01,1.154795214533805847e-01,2.634141147136688232e-01,1.226798072457313538e-01
9.552735686302185059e-01,9.160923361778259277e-01,1.008621454238891602e+00,1.009651422500610352e+00
5.721833705902099609e-01,1.884541958570480347e-01,6.169145107269287109e-01,2.800746262073516846e-01
1.032055914402008057e-01,2.469314038753509521e-01,1.847773790359497070e-01,2.665440142154693604e-01
3.062527775764465332e-01,8.526667952537536621e-01,3.736395239830017090e-01,9.251523613929748535e-01
4.204876422882080078e-01,4.068154096603393555e-01,5.319304466247558594e-01,4.982438087463378906e-01
6.762183308601379395e-01,4.428638517856597900e-01,7.165154814720153809e-01,4.442966878414154053e-01
3.626864552497863770e-01,2.713574171066284180e-01,3.684597015380859375e-01,3.626179695129394531e-01
4.462146461009979248e-01,5.036774277687072754e-01,4.916578829288482666e-01,6.229028105735778809e-01
5.136365890502929688e-01,8.012586832046508789e-01,5.718396902084350586e-01,8.554224967956542969e-01
2.856422364711761475e-01,4.818160831928253174e-02,3.221466839313507080e-01,5.883705615997314453e-02
1.604995876550674438e-01,5.467020273208618164e-01,1.615101546049118042e-01,5.838066339492797852e-01
8.622863888740539551e-01,1.731779053807258606e-02,9.111784100532531738e-01,1.115451902151107788e-01
8.350923061370849609e-01,4.181672334671020508e-01,8.794682025909423828e-01,5.271894931793212891e-01
4.426245689392089844e-01,6.524707376956939697e-02,5.296926498413085938e-01,1.204141229391098022e-01
