9.510612767340776985e-01,8.411567018452554834e-01,9.543076985492302544e-01,9.275073664558349806e-01,9.474309978877418770e-01,8.233424265142501586e-01,9.579841406986833174e-01,9.463518386736312626e-01
1.263954206473802688e-01,8.374290664920553962e-01,1.638369019927164161e-01,8.949051827213962973e-01,1.178549371543019947e-01,8.298810658630519921e-01,1.733831569643816406e-01,9.027272384722302423e-01
2.795545380085366904e-01,7.856340416715434927e-01,3.267717504966037301e-01,8.017915249979709058e-01,2.704849288734975099e-01,7.756595309847139630e-01,3.356651397383598745e-01,8.110370616524582577e-01
5.009851378637975028e-01,6.336309841625032968e-01,5.066988549848875367e-01,7.051591195101379883e-01,4.984873151881348829e-01,6.208204240545627250e-01,5.091466277096057258e-01,7.176235645437912813e-01
3.719378690051851066e-01,1.000000000000000048e-04,3.970454154596027574e-01,6.391710744842037106e-02,3.624228716392460803e-01,1.000000000000000048e-04,4.067684036584029439e-01,7.337969230732367676e-02
1.720358698573427325e-01,9.393025549624229864e-01,2.635789885846880343e-01,1.000000000000000000e+00,1.622210816993599203e-01,9.307802110523770711e-01,2.723343521754552077e-01,1.000000000000000000e+00
5.676046432950678788e-01,4.337833899809462324e-01,5.976542471194785655e-01,4.964985618259810662e-01,5.582383392794365573e-01,4.241313205540878650e-01,6.085218041940747558e-01,5.037708121199664379e-01
3.115888682567630741e-01,8.045774885960552680e-01,3.988583033105716491e-01,8.676353189468213323e-01,3.000716383668353138e-01,7.942739565882502850e-01,4.107216537541950596e-01,8.778398363395103488e-01
2.672416389760918776e-01,1.967838371242335294e-01,2.960321783030489540e-01,1.970088060689125786e-01,2.594581259685240782e-01,1.950169674444506285e-01,3.058179634945163983e-01,1.979479723696398741e-01
2.188426728156505074e-01,1.458576182795707221e-01,2.561252857016784179e-01,2.173889308954051192e-01,2.094839673645604583e-01,1.442684658638869744e-01,2.571592684820701580e-01,2.195341347519054465e-01
3.361485218370339201e-01,7.281955751993451909e-01,4.038596330984504101e-01,7.901026424654910008e-01,3.244996598381058028e-01,7.162839190495913222e-01,4.157182121108375372e-01,8.021301025789816519e-01
6.595300344135384130e-01,5.132965822895522168e-01,6.746854146766829707e-01,6.035508384358823086e-01,6.562748386246498589e-01,4.961720840997609905e-01,6.782125777060987737e-01,6.194366044236823132e-01
7.124433470034695348e-02,3.062744328366089064e-02,1.512297310318320431e-01,1.182613657406381691e-01,6.209981982850873439e-02,2.732070640449676957e-02,1.595284197889802191e-01,1.211688917005369764e-01
2.677803414537069382e-01,1.766738489278803503e-01,3.258541891929860879e-01,2.257045527861569201e-01,2.645202767753428441e-01,1.734269027505636052e-01,3.330506750487814971e-01,2.316353619596356606e-01
5.466928877554042554e-01,2.606384303874244579e-01,5.547734197998374084e-01,3.166311611714349716e-01,5.447792646521858462e-01,2.508095679469116157e-01,5.564014546047270082e-01,3.262986015942790363e-01
4.959722561619203107e-01,4.359211707084807985e-01,5.814549517660723144e-01,4.408515416662197040e-01,4.885245195447852629e-01,4.344318325971132100e-01,5.910931332625219969e-01,4.427388806573749336e-01
4.118787397296249653e-01,7.228782516619505216e-01,5.071484552940987989e-01,7.683037873320692768e-01,4.003289315388861569e-01,7.110568683013862579e-01,5.184232246052749016e-01,7.804064957479207587e-01
5.069455282390490369e-01,4.432293273263054195e-02,5.795327044836998676e-01,7.405458923499093349e-02,4.984599183994962157e-01,3.624261632620609519e-02,5.895324962910230004e-01,8.267553774240668507e-02
5.132844276829368058e-01,5.257067623859285055e-01,5.326551803009343944e-01,6.163957330931005840e-01,5.025086653996282404e-01,5.148231535203803277e-01,5.435518435894615141e-01,6.267369351519801457e-01
4.726065370581199881e-02,7.614669161768758965e-01,1.264158511541363661e-01,7.814798552151079880e-01,3.878812706850637282e-02,7.521073234082144010e-01,1.354515266316582978e-01,7.907266310338734172e-01
3.226992119046317442e-01,4.236708330505827846e-01,3.737045684013072799e-01,4.468052677746167101e-01,3.121194670801062387e-01,4.126862669643891479e-01,3.829117734954412544e-01,4.575892699885757975e-01
8.129029893688393127e-01,3.902699041861820151e-01,9.010138576179197445e-01,4.657749957796019635e-01,7.967163318682142226e-01,3.747033189906239237e-01,9.169558492920876214e-01,4.805752654598539064e-01
2.600958445264427987e-01,4.193890756131481989e-01,3.595439095192011769e-01,5.097647457679052030e-01,2.522548221717003103e-01,4.120683043165672688e-01,3.649880221396117896e-01,5.179538872653735027e-01
5.578340725319083648e-02,7.317011497860649305e-01,1.293860704597074862e-01,8.230769856317019517e-01,4.878808499730687143e-02,7.227400277839528542e-01,1.388665219052456212e-01,8.318841399882310750e-01
7.223720701038419678e-01,3.126621338606357381e-01,7.796609622400476614e-01,4.029778185011190783e-01,7.059673539631574624e-01,2.973076608760289452e-01,7.960022618441896514e-01,4.184103113709435884e-01
1.674489564415167775e-01,9.562938792899753349e-01,1.960985179889432883e-01,9.794358562412045499e-01,1.585651708162455487e-01,9.466421254304530075e-01,2.060258390203981715e-01,9.876401094821670723e-01
