7.704132654900321953e-01,1.391692483361294495e-03,8.526603954348805914e-01,1.343184091929112284e-02
-2.841520942017360107e-03,4.172523397117063326e-01,5.978193978236440859e-02,5.094884303538360637e-01
3.031972824101830666e-01,9.652325961309953239e-01,3.495079428416359990e-01,1.001655590660428752e+00
2.366116362363024361e-01,5.050811396729919522e-01,2.825823998561709516e-01,6.033471176096143473e-01
9.680571774361903525e-01,3.240051452312353031e-01,9.915168044881592646e-01,4.134461757205075139e-01
8.259500316083702443e-02,1.650829966153573858e-01,8.462985337249485929e-02,2.059263833736696137e-01
9.667013475868273531e-01,3.401322659954680305e-01,1.001585650114912962e+00,4.200786500004758950e-01
2.022383437157271036e-01,8.794534974351913004e-01,2.231165206544721558e-01,8.813785340390396517e-01
1.234082388699705712e-01,7.387676662552256079e-01,2.259463048358936466e-01,8.420804275487858703e-01
7.254255271361192969e-01,9.586796966158441791e-01,8.114252850013302654e-01,9.591666218045318271e-01
5.820727852149154558e-03,2.794148633913047797e-01,8.877934680867344275e-02,3.559990095605147231e-01
4.099799680358512388e-01,7.321665379516230088e-01,4.511483808107051852e-01,7.959392524373928302e-01
7.350087911576087540e-01,7.642187612856842227e-01,7.826370541422010829e-01,8.555061821316062298e-01
9.054856777020393599e-01,7.880468799588051798e-01,9.446717839908026493e-01,8.494827820743655611e-01
4.488954393826481704e-02,3.074329116701061126e-01,7.104897772007237600e-02,3.155572651971717546e-01
3.992013919731481897e-01,6.746319578575665776e-01,4.801077037773620049e-01,6.983683361466417328e-01
8.046566364147839101e-01,1.543560936643316728e-01,8.562538549854540326e-01,1.547459019160732918e-01
2.536471483802204552e-01,5.760107931760612976e-01,2.819201604958352925e-01,5.846488153799241916e-01
4.524305006470250579e-01,6.488873345154961836e-01,5.229790031288241714e-01,7.570844103359275490e-01
4.127870008436065885e-01,7.926226899615138599e-01,5.052703878991664510e-01,8.900843781433520618e-01
2.129245112538775409e-01,8.295634821938215886e-01,3.070841198130807581e-01,8.535837510465857925e-01
1.367140262020248853e-01,6.121025717268478994e-01,2.315278541375594967e-01,6.993603090544079359e-01
2.140357740267016806e-01,7.297647392333292959e-01,3.188863714293181939e-01,7.595831140223221478e-01
8.830856249937472091e-01,5.157495258479449785e-01,9.582711861296947520e-01,5.690146522932610917e-01
5.260923742730915231e-01,9.233951583660297002e-01,5.564331244460941628e-01,9.907260458056580399e-01
8.773607494466735268e-01,1.174339792863184906e-01,9.245391846423938187e-01,1.707512541347154800e-01
4.976592400857490217e-01,9.138333764093143907e-01,5.269795977903714013e-01,9.238836261927539928e-01
2.890715055842115189e-01,5.892469434181497601e-01,3.515455295869489016e-01,6.588527352789157465e-01
1.712011991874630434e-01,1.994495475411803276e-01,1.851445555441386392e-01,2.732963325621266537e-01
6.051365028462119683e-02,2.853213753267797026e-01,1.674359230968544554e-01,3.151550244404539569e-01
4.687476003993717999e-01,6.663678831983543827e-02,5.631383409937762430e-01,1.329504496823294413e-01
5.039428432795933777e-01,8.042601211396806227e-03,5.376868275131714281e-01,9.610810986029455494e-02
7.812504606848699185e-01,1.745297927348251621e-01,8.702899961209394908e-01,2.117723419334627821e-01
3.765048697789624144e-01,4.123205311652001354e-02,4.577587666482931250e-01,1.015896902921745448e-01
8.791873207543806634e-01,2.315626651547932069e-01,9.827675521879181142e-01,2.357340339323623912e-01
2.670001483459295000e-01,9.722405566704334090e-01,2.918890632756378500e-01,1.001321878253788933e+00
2.371463641707691195e-01,1.170912678063486534e-01,2.569138385516893663e-01,1.210680557995367779e-01
9.620897961695780154e-01,9.220308955671692175e-01,1.001805247801448751e+00,1.003712814496801498e+00
5.807272027737739872e-01,1.944556810435040251e-01,6.083706490692937230e-01,2.740731158058187789e-01
1.079176558344001058e-01,2.512830939231696092e-01,1.800653088867975593e-01,2.621923018950695905e-01
3.120136344406003737e-01,8.587926326207877548e-01,3.678786511153788741e-01,9.190265611424390801e-01
4.247640404911778855e-01,4.125815261959019931e-01,5.276540782894386661e-01,4.924776784266511886e-01
6.846633648597439947e-01,4.431857903717532632e-01,7.080704299541853430e-01,4.439747140326130714e-01
3.639805852657323482e-01,2.769259698027796146e-01,3.671655540814186547e-01,3.570494315847373423e-01
