8.735450555412070939e-01,5.002118596768689862e-01,9.674292931742469737e-01,5.776582641308398713e-01,8.638061337160599651e-01,4.906954060366210957e-01,9.773636479414951062e-01,5.875338685617114143e-01
5.367998830690060563e-01,2.845092790123945337e-01,5.549033331425246018e-01,3.741685502518390938e-01,5.279126209854366758e-01,2.751847948720049786e-01,5.642093920596803480e-01,3.837901276812346607e-01
4.167576104200378384e-01,7.855969225819285917e-01,4.381505714911554383e-01,8.073416675209087456e-01,4.068258126006422115e-01,7.766568457325303543e-01,4.479330052272493812e-01,8.172627919119556106e-01
5.993041820716210610e-01,6.169797646091563781e-01,6.863458418506276359e-01,6.659038587125759578e-01,5.896509277931599735e-01,6.071030013619214127e-01,6.960095587303969378e-01,6.756173698693712648e-01
5.093365010349861777e-01,1.383670066659780373e-01,5.206239494873677875e-01,1.747004673081012649e-01,4.993462284130257278e-01,1.288274538986461659e-01,5.294426560529251757e-01,1.844120527579337920e-01
4.074857796005353777e-02,9.034608056045823066e-01,1.224731879510348315e-01,9.795380477280863918e-01,3.346346662664908406e-02,8.936182385902858849e-01,1.316224010104120878e-01,9.894861162381853870e-01
4.807156415310595565e-02,6.001967577636244666e-01,7.673534249439162291e-02,6.194858503586185838e-01,3.920890195715998755e-02,5.906441952912597770e-01,8.558368340774383243e-02,6.294226371294139311e-01
5.522547151838433921e-01,5.288171814602148774e-02,6.431614091283689438e-01,9.411741609565299482e-02,5.433338228431949801e-01,4.473905326627462820e-02,6.525338439737496943e-01,1.035264171188915450e-01
9.033254171755292772e-01,8.109056336147183464e-01,9.718307684475788744e-01,8.264251022855659823e-01,8.939295381860176137e-01,8.014684473078153015e-01,9.815528297826803250e-01,8.358948135624355569e-01
9.940917345731057342e-01,9.237628827336613613e-01,9.994778678534248506e-01,1.000000000000000000e+00,9.843773967012603432e-01,9.141315338235516119e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.541342426118651687e-01,7.018120048368406971e-01,6.313838709216613720e-01,7.462691171685170710e-01,5.443233415289936428e-01,6.920046786322481269e-01,6.399345483509011334e-01,7.549653356729636444e-01
8.866446743099557493e-01,3.376302356545127781e-01,9.502102644597520964e-01,3.533757272784641690e-01,8.768916695187157773e-01,3.276891856155449978e-01,9.600480887206181979e-01,3.633394776710767160e-01
6.452726187682836789e-01,1.274882477557559741e-02,7.218671385884699587e-01,1.909042035065091486e-02,6.361673057151975286e-01,5.336807594327757850e-03,7.308808195630371873e-01,2.898553454856901690e-02
1.225970695411812278e-01,5.236824873068383068e-01,1.240075645789689568e-01,5.851580042447569463e-01,1.133274614611144288e-01,5.146256389880895510e-01,1.294376945921429656e-01,5.926509896648486375e-01
7.165962249038436704e-01,2.422314190230162312e-01,7.766400447052642653e-01,2.529755456934490998e-01,7.070912210349459270e-01,2.394622148041073983e-01,7.825039703502756350e-01,2.549385588538338743e-01
5.781441082397822395e-01,4.072421801637581829e-01,6.315963702385835044e-01,4.236170041538183662e-01,5.681744211291639424e-01,3.973682836148204611e-01,6.411804267446467032e-01,4.315117431979862972e-01
8.230930089600352328e-03,4.177431077191383069e-01,7.685253703397570968e-02,4.497293928133435648e-01,7.086933615849636166e-04,4.148515065804284085e-01,8.249970921079297081e-02,4.565350290718940274e-01
6.496238377874651304e-01,1.444825199645108915e-01,6.791828379644091473e-01,2.241102739621988749e-01,6.401387535703708664e-01,1.356257902910769642e-01,6.870463100039625459e-01,2.311590452326346690e-01
5.784069307913120017e-01,9.947742424946326434e-02,6.732651007640290119e-01,1.114118835236310584e-01,5.692482488330197210e-01,9.157888349500807601e-02,6.828298610170108196e-01,1.206801079558477846e-01
9.554426269946024730e-01,6.802176370365818903e-01,9.918647509049721700e-01,7.692871960721688884e-01,9.506673047763296580e-01,6.740212400542611171e-01,1.000000000000000000e+00,7.763633784645663782e-01
8.303962234497093142e-01,2.588592380946277624e-02,8.774098234924913031e-01,2.813795188212772636e-02,8.206525755106183206e-01,1.753587680697059684e-02,8.863169613642098987e-01,3.682951463634215328e-02
8.797521540663578721e-01,9.345610280679377269e-01,9.685432136631572098e-01,9.674836008585605551e-01,8.707970576890039505e-01,9.248152443543050660e-01,9.785393041554746318e-01,9.772111565987597892e-01
